,observer,date,bird.id,lower.cam.id,upper.cam.id,tree.sp,n.fruits.init,n.fruits.final,fruit.location,n.trees.collected,time.fruit.added,time.first.consumed,time.last.consumed,time.fruit.removed,time.paper1.removed,time.paper2.removed,time.paper3.removed,pile.id,n.seeds.pile,time.pile,handling.method,notes,bird.sp,mid,gpt
47.5,jb,20160121,mist3,ebl2,ebl1,morinda,2 pieces = 9 seeds,2,marpi,3,1899-12-31 07:29:00,1899-12-31 07:31:00,1899-12-31 07:31:00,1899-12-31 07:33:00,NA,NA,NA,f,10,1899-12-31 08:15:00,passed,camera clock is incorrect 742 am =357 am time stamp. First seed passed after 32 minutes and final seed passed after 1 hour 25 min,mist,0,44
47.6,jb,20160121,mist3,ebl2,ebl1,morinda,2 pieces = 9 seeds,2,marpi,3,1899-12-31 07:29:00,1899-12-31 07:31:00,1899-12-31 07:31:00,1899-12-31 07:33:00,NA,NA,NA,f,10,1899-12-31 08:15:00,passed,camera clock is incorrect 742 am =357 am time stamp. First seed passed after 32 minutes and final seed passed after 1 hour 25 min,mist,0,44
47.7,jb,20160121,mist3,ebl2,ebl1,morinda,2 pieces = 9 seeds,2,marpi,3,1899-12-31 07:29:00,1899-12-31 07:31:00,1899-12-31 07:31:00,1899-12-31 07:33:00,NA,NA,NA,f,10,1899-12-31 08:15:00,passed,camera clock is incorrect 742 am =357 am time stamp. First seed passed after 32 minutes and final seed passed after 1 hour 25 min,mist,0,44
47.8,jb,20160121,mist3,ebl2,ebl1,morinda,2 pieces = 9 seeds,2,marpi,3,1899-12-31 07:29:00,1899-12-31 07:31:00,1899-12-31 07:31:00,1899-12-31 07:33:00,NA,NA,NA,f,10,1899-12-31 08:15:00,passed,camera clock is incorrect 742 am =357 am time stamp. First seed passed after 32 minutes and final seed passed after 1 hour 25 min,mist,0,44
47.9,jb,20160121,mist3,ebl2,ebl1,morinda,2 pieces = 9 seeds,2,marpi,3,1899-12-31 07:29:00,1899-12-31 07:31:00,1899-12-31 07:31:00,1899-12-31 07:33:00,NA,NA,NA,f,10,1899-12-31 08:15:00,passed,camera clock is incorrect 742 am =357 am time stamp. First seed passed after 32 minutes and final seed passed after 1 hour 25 min,mist,0,44
48,jb,20160121,mist3,ebl2,ebl1,morinda,2 pieces = 9 seeds,3,marpi,4,1899-12-31 07:29:00,1899-12-31 07:31:00,1899-12-31 07:31:00,1899-12-31 07:33:00,NA,NA,NA,k,2,1899-12-31 08:22:00,passed,camera clock is incorrect 742 am =357 am time stamp. First seed passed after 32 minutes and final seed passed after 1 hour 25 min,mist,0,51
48.1,jb,20160121,mist3,ebl2,ebl1,morinda,2 pieces = 9 seeds,3,marpi,4,1899-12-31 07:29:00,1899-12-31 07:31:00,1899-12-31 07:31:00,1899-12-31 07:33:00,NA,NA,NA,k,2,1899-12-31 08:22:00,passed,camera clock is incorrect 742 am =357 am time stamp. First seed passed after 32 minutes and final seed passed after 1 hour 25 min,mist,0,51
25.1,jb,20160121,mist3,ebl2,ebl1,morinda,2 pieces = 9 seeds,4,marpi,5,1899-12-31 07:29:00,1899-12-31 07:31:00,1899-12-31 07:31:00,1899-12-31 07:33:00,NA,NA,NA,j,2,1899-12-31 08:31:00,passed,camera clock is incorrect 742 am =357 am time stamp. First seed passed after 32 minutes and final seed passed after 1 hour 25 min,mist,0,60
25.1.1,jb,20160121,mist3,ebl2,ebl1,morinda,2 pieces = 9 seeds,4,marpi,5,1899-12-31 07:29:00,1899-12-31 07:31:00,1899-12-31 07:31:00,1899-12-31 07:33:00,NA,NA,NA,j,2,1899-12-31 08:31:00,passed,camera clock is incorrect 742 am =357 am time stamp. First seed passed after 32 minutes and final seed passed after 1 hour 25 min,mist,0,60
26.1,jb,20160121,mist3,ebl2,ebl1,morinda,2 pieces = 9 seeds,5,marpi,6,1899-12-31 07:29:00,1899-12-31 07:31:00,1899-12-31 07:31:00,1899-12-31 07:33:00,NA,NA,NA,j,1,1899-12-31 08:36:00,passed,camera clock is incorrect 742 am =357 am time stamp. First seed passed after 32 minutes and final seed passed after 1 hour 25 min,mist,0,65
27.1,jb,20160121,mist3,ebl2,ebl1,morinda,2 pieces = 9 seeds,6,marpi,7,1899-12-31 07:29:00,1899-12-31 07:31:00,1899-12-31 07:31:00,1899-12-31 07:33:00,NA,NA,NA,q,1,1899-12-31 08:56:00,passed,camera clock is incorrect 742 am =357 am time stamp. First seed passed after 32 minutes and final seed passed after 1 hour 25 min,mist,0,85
78,jb,20160210,mafd3,ebl2,ebl1,psychotria,4,0,marpi,7,1899-12-31 07:30:00,1899-12-31 07:38:00,1899-12-31 07:38:00,1899-12-31 07:38:00,NA,NA,NA,s,2,1899-12-31 08:02:00,passed,ate all 4 at 7:17 - timestamp on gopro not working 450am = 710am,mafd,0,24
78.1,jb,20160210,mafd3,ebl2,ebl1,psychotria,4,0,marpi,7,1899-12-31 07:30:00,1899-12-31 07:38:00,1899-12-31 07:38:00,1899-12-31 07:38:00,NA,NA,NA,s,2,1899-12-31 08:02:00,passed,ate all 4 at 7:17 - timestamp on gopro not working 450am = 710am,mafd,0,24
79,jb,20160210,mafd3,ebl2,ebl1,psychotria,4,0,marpi,7,1899-12-31 07:30:00,1899-12-31 07:38:00,1899-12-31 07:38:00,1899-12-31 07:38:00,NA,NA,NA,s,2,1899-12-31 08:24:00,passed,ate all 4 at 7:17 - timestamp on gopro not working 450am = 710am,mafd,0,46
79.1,jb,20160210,mafd3,ebl2,ebl1,psychotria,4,0,marpi,7,1899-12-31 07:30:00,1899-12-31 07:38:00,1899-12-31 07:38:00,1899-12-31 07:38:00,NA,NA,NA,s,2,1899-12-31 08:24:00,passed,ate all 4 at 7:17 - timestamp on gopro not working 450am = 710am,mafd,0,46
80,jb,20160210,mafd3,ebl2,ebl1,psychotria,4,0,marpi,7,1899-12-31 07:30:00,1899-12-31 07:38:00,1899-12-31 07:38:00,1899-12-31 07:38:00,NA,NA,NA,d,2,1899-12-31 08:27:00,passed,ate all 4 at 7:17 - timestamp on gopro not working 450am = 710am,mafd,0,49
80.1,jb,20160210,mafd3,ebl2,ebl1,psychotria,4,0,marpi,7,1899-12-31 07:30:00,1899-12-31 07:38:00,1899-12-31 07:38:00,1899-12-31 07:38:00,NA,NA,NA,d,2,1899-12-31 08:27:00,passed,ate all 4 at 7:17 - timestamp on gopro not working 450am = 710am,mafd,0,49
81,jb,20160210,mafd3,ebl2,ebl1,psychotria,4,0,marpi,7,1899-12-31 07:30:00,1899-12-31 07:38:00,1899-12-31 07:38:00,1899-12-31 07:38:00,NA,NA,NA,s,2,1899-12-31 08:37:00,passed,ate all 4 at 7:17 - timestamp on gopro not working 450am = 710am,mafd,0,59
81.1,jb,20160210,mafd3,ebl2,ebl1,psychotria,4,0,marpi,7,1899-12-31 07:30:00,1899-12-31 07:38:00,1899-12-31 07:38:00,1899-12-31 07:38:00,NA,NA,NA,s,2,1899-12-31 08:37:00,passed,ate all 4 at 7:17 - timestamp on gopro not working 450am = 710am,mafd,0,59
82,jb,20160210,mafd3,ebl2,ebl1,psychotria,3,0,marpi,7,1899-12-31 09:27:00,1899-12-31 09:28:00,1899-12-31 09:28:00,1899-12-31 09:28:00,NA,NA,NA,w,2,1899-12-31 10:05:00,passed,time stamp error 906am=645am,mafd,0,37
82.1,jb,20160210,mafd3,ebl2,ebl1,psychotria,3,0,marpi,7,1899-12-31 09:27:00,1899-12-31 09:28:00,1899-12-31 09:28:00,1899-12-31 09:28:00,NA,NA,NA,w,2,1899-12-31 10:05:00,passed,time stamp error 906am=645am,mafd,0,37
83,jb,20160210,mafd3,ebl2,ebl1,psychotria,3,0,marpi,7,1899-12-31 09:27:00,1899-12-31 09:28:00,1899-12-31 09:28:00,1899-12-31 09:28:00,NA,NA,NA,t,4,1899-12-31 10:09:00,passed,time stamp error 906am=645am,mafd,0,41
83.1,jb,20160210,mafd3,ebl2,ebl1,psychotria,3,0,marpi,7,1899-12-31 09:27:00,1899-12-31 09:28:00,1899-12-31 09:28:00,1899-12-31 09:28:00,NA,NA,NA,t,4,1899-12-31 10:09:00,passed,time stamp error 906am=645am,mafd,0,41
83.2,jb,20160210,mafd3,ebl2,ebl1,psychotria,3,0,marpi,7,1899-12-31 09:27:00,1899-12-31 09:28:00,1899-12-31 09:28:00,1899-12-31 09:28:00,NA,NA,NA,t,4,1899-12-31 10:09:00,passed,time stamp error 906am=645am,mafd,0,41
83.3,jb,20160210,mafd3,ebl2,ebl1,psychotria,3,0,marpi,7,1899-12-31 09:27:00,1899-12-31 09:28:00,1899-12-31 09:28:00,1899-12-31 09:28:00,NA,NA,NA,t,4,1899-12-31 10:09:00,passed,time stamp error 906am=645am,mafd,0,41
132,jb,20160218,mafd3,ebl1,NA,melano,9,0,old field.house,1,NA,1899-12-31 07:49:00,1899-12-31 07:51:00,NA,NA,NA,NA,e,1,1899-12-31 07:58:00,"*bird regurgitated seeds, may have force fed too many, this data may not be useable",NA,mafd,1,8.983333333
133,jb,20160218,mafd3,ebl1,NA,melano,9,0,old field.house,1,NA,1899-12-31 07:49:00,1899-12-31 07:51:00,NA,NA,NA,NA,d,3,1899-12-31 07:58:00,"*bird regurgitated seeds, may have force fed too many, this data may not be useable",NA,mafd,1,8.983333333
133.1,jb,20160218,mafd3,ebl1,NA,melano,9,0,old field.house,1,NA,1899-12-31 07:49:00,1899-12-31 07:51:00,NA,NA,NA,NA,d,3,1899-12-31 07:58:00,"*bird regurgitated seeds, may have force fed too many, this data may not be useable",NA,mafd,1,8.983333333
133.2,jb,20160218,mafd3,ebl1,NA,melano,9,0,old field.house,1,NA,1899-12-31 07:49:00,1899-12-31 07:51:00,NA,NA,NA,NA,d,3,1899-12-31 07:58:00,"*bird regurgitated seeds, may have force fed too many, this data may not be useable",NA,mafd,1,8.983333333
134,jb,20160222,mafd3,ebl1,NA,papaya,6,0,field.house,1,NA,1899-12-31 08:01:00,1899-12-31 08:04:00,NA,NA,NA,NA,s,1,1899-12-31 08:36:00,passed,NA,mafd,1.5,34.975
135,jb,20160222,mafd3,ebl1,NA,papaya,6,0,field.house,1,NA,1899-12-31 08:01:00,1899-12-31 08:04:00,NA,NA,NA,NA,v,1,1899-12-31 08:36:00,passed,NA,mafd,1.5,34.975
136,jb,20160222,mafd3,ebl1,NA,papaya,6,0,field.house,1,NA,1899-12-31 08:01:00,1899-12-31 08:04:00,NA,NA,NA,NA,s,2,1899-12-31 08:46:00,passed,NA,mafd,1.5,44.975
136.1,jb,20160222,mafd3,ebl1,NA,papaya,6,0,field.house,1,NA,1899-12-31 08:01:00,1899-12-31 08:04:00,NA,NA,NA,NA,s,2,1899-12-31 08:46:00,passed,NA,mafd,1.5,44.975
137,jb,20160222,mafd3,ebl1,NA,papaya,6,0,field.house,1,NA,1899-12-31 08:01:00,1899-12-31 08:04:00,NA,NA,NA,NA,t,1,1899-12-31 09:44:00,passed,NA,mafd,1.5,102.975
138,jb,20160222,mafd3,ebl1,NA,papaya,6,0,field.house,1,NA,1899-12-31 08:01:00,1899-12-31 08:04:00,NA,NA,NA,NA,s,1,1899-12-31 09:47:00,passed,NA,mafd,1.5,105.975
167,jb,20160620,mafd5,ebl1,NA,premna,10,0,laolao,1,NA,1899-12-31 07:33:00,1899-12-31 07:35:00,NA,NA,NA,NA,i,1,1899-12-31 08:45:00,passed,NA,mafd,1,71.98333333
168,jb,20160620,mafd5,ebl1,NA,premna,10,0,laolao,1,NA,1899-12-31 07:33:00,1899-12-31 07:35:00,NA,NA,NA,NA,g,8,1899-12-31 08:41:00,passed,NA,mafd,1,67.98333333
168.1,jb,20160620,mafd5,ebl1,NA,premna,10,0,laolao,1,NA,1899-12-31 07:33:00,1899-12-31 07:35:00,NA,NA,NA,NA,g,8,1899-12-31 08:41:00,passed,NA,mafd,1,67.98333333
168.2,jb,20160620,mafd5,ebl1,NA,premna,10,0,laolao,1,NA,1899-12-31 07:33:00,1899-12-31 07:35:00,NA,NA,NA,NA,g,8,1899-12-31 08:41:00,passed,NA,mafd,1,67.98333333
168.3,jb,20160620,mafd5,ebl1,NA,premna,10,0,laolao,1,NA,1899-12-31 07:33:00,1899-12-31 07:35:00,NA,NA,NA,NA,g,8,1899-12-31 08:41:00,passed,NA,mafd,1,67.98333333
168.4,jb,20160620,mafd5,ebl1,NA,premna,10,0,laolao,1,NA,1899-12-31 07:33:00,1899-12-31 07:35:00,NA,NA,NA,NA,g,8,1899-12-31 08:41:00,passed,NA,mafd,1,67.98333333
168.5,jb,20160620,mafd5,ebl1,NA,premna,10,0,laolao,1,NA,1899-12-31 07:33:00,1899-12-31 07:35:00,NA,NA,NA,NA,g,8,1899-12-31 08:41:00,passed,NA,mafd,1,67.98333333
168.6,jb,20160620,mafd5,ebl1,NA,premna,10,0,laolao,1,NA,1899-12-31 07:33:00,1899-12-31 07:35:00,NA,NA,NA,NA,g,8,1899-12-31 08:41:00,passed,NA,mafd,1,67.98333333
168.7,jb,20160620,mafd5,ebl1,NA,premna,10,0,laolao,1,NA,1899-12-31 07:33:00,1899-12-31 07:35:00,NA,NA,NA,NA,g,8,1899-12-31 08:41:00,passed,NA,mafd,1,67.98333333
169,jb,20160620,mafd5,ebl1,NA,premna,10,0,laolao,1,NA,1899-12-31 07:33:00,1899-12-31 07:35:00,NA,NA,NA,NA,c,1,1899-12-31 09:26:00,passed,NA,mafd,1,112.9833333
170,jb,20160620,mafd7,ebl2,NA,premna,10,0,laolao,1,NA,1899-12-31 07:37:00,1899-12-31 07:40:00,NA,NA,NA,NA,b,8,1899-12-31 09:40:00,passed,NA,mafd,1.5,122.975
170.1,jb,20160620,mafd7,ebl2,NA,premna,10,0,laolao,1,NA,1899-12-31 07:37:00,1899-12-31 07:40:00,NA,NA,NA,NA,b,8,1899-12-31 09:40:00,passed,NA,mafd,1.5,122.975
170.2,jb,20160620,mafd7,ebl2,NA,premna,10,0,laolao,1,NA,1899-12-31 07:37:00,1899-12-31 07:40:00,NA,NA,NA,NA,b,8,1899-12-31 09:40:00,passed,NA,mafd,1.5,122.975
170.3,jb,20160620,mafd7,ebl2,NA,premna,10,0,laolao,1,NA,1899-12-31 07:37:00,1899-12-31 07:40:00,NA,NA,NA,NA,b,8,1899-12-31 09:40:00,passed,NA,mafd,1.5,122.975
170.4,jb,20160620,mafd7,ebl2,NA,premna,10,0,laolao,1,NA,1899-12-31 07:37:00,1899-12-31 07:40:00,NA,NA,NA,NA,b,8,1899-12-31 09:40:00,passed,NA,mafd,1.5,122.975
170.5,jb,20160620,mafd7,ebl2,NA,premna,10,0,laolao,1,NA,1899-12-31 07:37:00,1899-12-31 07:40:00,NA,NA,NA,NA,b,8,1899-12-31 09:40:00,passed,NA,mafd,1.5,122.975
170.6,jb,20160620,mafd7,ebl2,NA,premna,10,0,laolao,1,NA,1899-12-31 07:37:00,1899-12-31 07:40:00,NA,NA,NA,NA,b,8,1899-12-31 09:40:00,passed,NA,mafd,1.5,122.975
170.7,jb,20160620,mafd7,ebl2,NA,premna,10,0,laolao,1,NA,1899-12-31 07:37:00,1899-12-31 07:40:00,NA,NA,NA,NA,b,8,1899-12-31 09:40:00,passed,NA,mafd,1.5,122.975
171,jb,20160620,mafd7,ebl2,NA,premna,10,0,laolao,1,NA,1899-12-31 07:37:00,1899-12-31 07:40:00,NA,NA,NA,NA,b,2,1899-12-31 10:17:00,passed,NA,mafd,1.5,159.975
171.1,jb,20160620,mafd7,ebl2,NA,premna,10,0,laolao,1,NA,1899-12-31 07:37:00,1899-12-31 07:40:00,NA,NA,NA,NA,b,2,1899-12-31 10:17:00,passed,NA,mafd,1.5,159.975
172,jb,20160621,gowe3,ebl2,ebl1,psychotria,6,4,marpi,3,1899-12-31 07:06:00,1899-12-31 07:18:00,1899-12-31 07:27:00,1899-12-31 07:28:00,NA,NA,NA,e,1,1899-12-31 07:47:00,passed,NA,gowe,4.5,28.925
173,jb,20160621,gowe3,ebl2,ebl1,psychotria,6,4,marpi,3,1899-12-31 07:06:00,1899-12-31 07:18:00,1899-12-31 07:27:00,1899-12-31 07:28:00,NA,NA,NA,f,1,1899-12-31 07:54:00,passed,NA,gowe,4.5,35.925
174,jb,20160621,gowe3,ebl2,ebl1,psychotria,6,4,marpi,3,1899-12-31 07:06:00,1899-12-31 07:18:00,1899-12-31 07:27:00,1899-12-31 07:28:00,NA,NA,NA,f,1,1899-12-31 07:58:00,passed,NA,gowe,4.5,39.925
175,jb,20160621,gowe3,ebl2,ebl1,psychotria,6,4,marpi,3,1899-12-31 07:06:00,1899-12-31 07:18:00,1899-12-31 07:27:00,1899-12-31 07:28:00,NA,NA,NA,e,1,1899-12-31 07:59:00,passed,NA,gowe,4.5,40.925
176,jb,20160621,gowe4,ebl3,ebl4,psychotria,6,5,marpi,3,1899-12-31 07:11:00,1899-12-31 07:46:00,1899-12-31 07:46:00,1899-12-31 07:58:00,NA,NA,NA,b,1,1899-12-31 08:36:00,passed,NA,gowe,0,50
177,jb,20160621,gowe4,ebl3,ebl4,psychotria,6,5,marpi,3,1899-12-31 07:11:00,1899-12-31 07:46:00,1899-12-31 07:46:00,1899-12-31 07:58:00,NA,NA,NA,b,1,1899-12-31 08:51:00,passed,NA,gowe,0,65
178,jb,20160621,mafd5,ebl2,NA,melano,8,0,field.house,1,NA,1899-12-31 08:21:00,1899-12-31 08:22:00,NA,NA,NA,NA,j,3,1899-12-31 08:35:00,unknown,most likely regurgitated,mafd,0.5,13.99166667
178.1,jb,20160621,mafd5,ebl2,NA,melano,8,0,field.house,1,NA,1899-12-31 08:21:00,1899-12-31 08:22:00,NA,NA,NA,NA,j,3,1899-12-31 08:35:00,unknown,most likely regurgitated,mafd,0.5,13.99166667
178.2,jb,20160621,mafd5,ebl2,NA,melano,8,0,field.house,1,NA,1899-12-31 08:21:00,1899-12-31 08:22:00,NA,NA,NA,NA,j,3,1899-12-31 08:35:00,unknown,most likely regurgitated,mafd,0.5,13.99166667
179,jb,20160621,mafd5,ebl2,NA,melano,8,0,field.house,1,NA,1899-12-31 08:21:00,1899-12-31 08:22:00,NA,NA,NA,NA,h,1,1899-12-31 08:35:00,unknown,most likely regurgitated,mafd,0.5,13.99166667
180,jb,20160621,mafd5,ebl2,NA,melano,8,0,field.house,1,NA,1899-12-31 08:21:00,1899-12-31 08:22:00,NA,NA,NA,NA,e,1,1899-12-31 08:35:00,unknown,most likely regurgitated,mafd,0.5,13.99166667
181,jb,20160621,mafd5,ebl2,NA,melano,8,0,field.house,1,NA,1899-12-31 08:21:00,1899-12-31 08:22:00,NA,NA,NA,NA,g,2,1899-12-31 08:49:00,unknown,most likely regurgitated,mafd,0.5,27.99166667
181.1,jb,20160621,mafd5,ebl2,NA,melano,8,0,field.house,1,NA,1899-12-31 08:21:00,1899-12-31 08:22:00,NA,NA,NA,NA,g,2,1899-12-31 08:49:00,unknown,most likely regurgitated,mafd,0.5,27.99166667
182,jb,20160621,mafd5,ebl2,NA,melano,8,0,field.house,1,NA,1899-12-31 08:21:00,1899-12-31 08:22:00,NA,NA,NA,NA,h,1,1899-12-31 09:00:00,unknown,most likely regurgitated,mafd,0.5,38.99166667
183,jb,20160621,mafd7,ebl1,NA,melano,8,0,field.house,1,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,b,7,1899-12-31 08:37:00,unknown,most likely regurgitated,mafd,0.5,5.991666667
183.1,jb,20160621,mafd7,ebl1,NA,melano,8,0,field.house,1,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,b,7,1899-12-31 08:37:00,unknown,most likely regurgitated,mafd,0.5,5.991666667
183.2,jb,20160621,mafd7,ebl1,NA,melano,8,0,field.house,1,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,b,7,1899-12-31 08:37:00,unknown,most likely regurgitated,mafd,0.5,5.991666667
183.3,jb,20160621,mafd7,ebl1,NA,melano,8,0,field.house,1,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,b,7,1899-12-31 08:37:00,unknown,most likely regurgitated,mafd,0.5,5.991666667
183.4,jb,20160621,mafd7,ebl1,NA,melano,8,0,field.house,1,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,b,7,1899-12-31 08:37:00,unknown,most likely regurgitated,mafd,0.5,5.991666667
183.5,jb,20160621,mafd7,ebl1,NA,melano,8,0,field.house,1,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,b,7,1899-12-31 08:37:00,unknown,most likely regurgitated,mafd,0.5,5.991666667
183.6,jb,20160621,mafd7,ebl1,NA,melano,8,0,field.house,1,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,b,7,1899-12-31 08:37:00,unknown,most likely regurgitated,mafd,0.5,5.991666667
184,jb,20160621,mafd7,ebl1,NA,melano,8,0,field.house,1,NA,1899-12-31 08:31:00,1899-12-31 08:32:00,NA,NA,NA,NA,k,1,1899-12-31 08:38:00,unknown,most likely regurgitated,mafd,0.5,6.991666667
185,jb,20160622,gowe3,ebl1,ebl2,papaya,12,8,laolao,1,1899-12-31 07:18:00,1899-12-31 08:25:00,1899-12-31 08:28:00,1899-12-31 08:35:00,NA,NA,NA,c,1,1899-12-31 09:13:00,passed,NA,gowe,1.5,47.975
186,jb,20160622,gowe3,ebl1,ebl2,papaya,12,8,laolao,1,1899-12-31 07:18:00,1899-12-31 08:25:00,1899-12-31 08:28:00,1899-12-31 08:35:00,NA,NA,NA,b,1,1899-12-31 09:18:00,passed,NA,gowe,1.5,52.975
187,jb,20160622,gowe3,ebl1,ebl2,papaya,12,8,laolao,1,1899-12-31 07:18:00,1899-12-31 08:25:00,1899-12-31 08:28:00,1899-12-31 08:35:00,NA,NA,NA,c,1,1899-12-31 09:25:00,passed,NA,gowe,1.5,59.975
188,jb,20160622,gowe3,ebl1,ebl2,papaya,12,8,laolao,1,1899-12-31 07:18:00,1899-12-31 08:25:00,1899-12-31 08:28:00,1899-12-31 08:35:00,NA,NA,NA,c,1,1899-12-31 09:28:00,passed,NA,gowe,1.5,62.975
190,jb,20160622,mafd5,ebl3,ebl4,melano,5,0,marpi,1,NA,1899-12-31 11:16:00,1899-12-31 11:16:00,NA,NA,NA,NA,c,5,1899-12-31 11:32:00,regurgitated,"individual on video seen regurgitating all seeds, this is similar to the previous days result",mafd,0,16
190.1,jb,20160622,mafd5,ebl3,ebl4,melano,5,0,marpi,1,NA,1899-12-31 11:16:00,1899-12-31 11:16:00,NA,NA,NA,NA,c,5,1899-12-31 11:32:00,regurgitated,"individual on video seen regurgitating all seeds, this is similar to the previous days result",mafd,0,16
190.2,jb,20160622,mafd5,ebl3,ebl4,melano,5,0,marpi,1,NA,1899-12-31 11:16:00,1899-12-31 11:16:00,NA,NA,NA,NA,c,5,1899-12-31 11:32:00,regurgitated,"individual on video seen regurgitating all seeds, this is similar to the previous days result",mafd,0,16
190.3,jb,20160622,mafd5,ebl3,ebl4,melano,5,0,marpi,1,NA,1899-12-31 11:16:00,1899-12-31 11:16:00,NA,NA,NA,NA,c,5,1899-12-31 11:32:00,regurgitated,"individual on video seen regurgitating all seeds, this is similar to the previous days result",mafd,0,16
190.4,jb,20160622,mafd5,ebl3,ebl4,melano,5,0,marpi,1,NA,1899-12-31 11:16:00,1899-12-31 11:16:00,NA,NA,NA,NA,c,5,1899-12-31 11:32:00,regurgitated,"individual on video seen regurgitating all seeds, this is similar to the previous days result",mafd,0,16
191,jb,20160622,mafd7,ebl5,ebl6,melano,5,0,marpi,1,NA,1899-12-31 11:12:00,1899-12-31 11:13:00,NA,NA,NA,NA,b,5,1899-12-31 11:29:00,regurgitated,"individual on video seen regurgitating all seeds, this is similar to the previous days result",mafd,0.5,16.99166667
191.1,jb,20160622,mafd7,ebl5,ebl6,melano,5,0,marpi,1,NA,1899-12-31 11:12:00,1899-12-31 11:13:00,NA,NA,NA,NA,b,5,1899-12-31 11:29:00,regurgitated,"individual on video seen regurgitating all seeds, this is similar to the previous days result",mafd,0.5,16.99166667
191.2,jb,20160622,mafd7,ebl5,ebl6,melano,5,0,marpi,1,NA,1899-12-31 11:12:00,1899-12-31 11:13:00,NA,NA,NA,NA,b,5,1899-12-31 11:29:00,regurgitated,"individual on video seen regurgitating all seeds, this is similar to the previous days result",mafd,0.5,16.99166667
191.3,jb,20160622,mafd7,ebl5,ebl6,melano,5,0,marpi,1,NA,1899-12-31 11:12:00,1899-12-31 11:13:00,NA,NA,NA,NA,b,5,1899-12-31 11:29:00,regurgitated,"individual on video seen regurgitating all seeds, this is similar to the previous days result",mafd,0.5,16.99166667
191.4,jb,20160622,mafd7,ebl5,ebl6,melano,5,0,marpi,1,NA,1899-12-31 11:12:00,1899-12-31 11:13:00,NA,NA,NA,NA,b,5,1899-12-31 11:29:00,regurgitated,"individual on video seen regurgitating all seeds, this is similar to the previous days result",mafd,0.5,16.99166667
192,jb,20160623,gowe4,ebl3,ebl4,premna,6,3,laolao,6,1899-12-31 07:12:00,1899-12-31 08:30:00,1899-12-31 08:39:00,1899-12-31 08:41:00,NA,NA,NA,b,1,1899-12-31 09:03:00,passed,NA,gowe,4.5,32.925
193,jb,20160623,gowe4,ebl3,ebl4,premna,6,3,laolao,6,1899-12-31 07:12:00,1899-12-31 08:30:00,1899-12-31 08:39:00,1899-12-31 08:41:00,NA,NA,NA,b,1,1899-12-31 09:09:00,passed,NA,gowe,4.5,38.925
194,jb,20160623,gowe4,ebl3,ebl4,premna,6,3,laolao,6,1899-12-31 07:12:00,1899-12-31 08:30:00,1899-12-31 08:39:00,1899-12-31 08:41:00,NA,NA,NA,e,1,1899-12-31 09:09:00,passed,NA,gowe,4.5,38.925
195,jb,20160623,gowe3,ebl5,ebl6,premna,6,3,laolao,6,1899-12-31 07:16:00,1899-12-31 07:22:00,1899-12-31 07:22:00,1899-12-31 07:31:00,NA,NA,NA,f,1,1899-12-31 07:42:00,passed,NA,gowe,0,20
196,jb,20160623,gowe3,ebl5,ebl6,premna,6,3,laolao,6,1899-12-31 07:16:00,1899-12-31 07:22:00,1899-12-31 07:22:00,1899-12-31 07:31:00,NA,NA,NA,e,1,1899-12-31 07:52:00,passed,NA,gowe,0,30
197,jb,20160623,gowe3,ebl5,ebl6,premna,6,3,laolao,6,1899-12-31 07:16:00,1899-12-31 07:22:00,1899-12-31 07:22:00,1899-12-31 07:31:00,NA,NA,NA,b,1,1899-12-31 07:52:00,passed,NA,gowe,0,30
198,jb,20160623,mafd6,ebl5,NA,papaya,6,0,laolao,1,NA,1899-12-31 11:07:00,1899-12-31 11:08:00,NA,NA,NA,NA,c,6,1899-12-31 11:54:00,passed,all in one fecal,mafd,0.5,46.99166667
198.1,jb,20160623,mafd6,ebl5,NA,papaya,6,0,laolao,1,NA,1899-12-31 11:07:00,1899-12-31 11:08:00,NA,NA,NA,NA,c,6,1899-12-31 11:54:00,passed,all in one fecal,mafd,0.5,46.99166667
198.2,jb,20160623,mafd6,ebl5,NA,papaya,6,0,laolao,1,NA,1899-12-31 11:07:00,1899-12-31 11:08:00,NA,NA,NA,NA,c,6,1899-12-31 11:54:00,passed,all in one fecal,mafd,0.5,46.99166667
198.3,jb,20160623,mafd6,ebl5,NA,papaya,6,0,laolao,1,NA,1899-12-31 11:07:00,1899-12-31 11:08:00,NA,NA,NA,NA,c,6,1899-12-31 11:54:00,passed,all in one fecal,mafd,0.5,46.99166667
198.4,jb,20160623,mafd6,ebl5,NA,papaya,6,0,laolao,1,NA,1899-12-31 11:07:00,1899-12-31 11:08:00,NA,NA,NA,NA,c,6,1899-12-31 11:54:00,passed,all in one fecal,mafd,0.5,46.99166667
